"BehaviorSpace results (NetLogo 5.3)"
"truel.nlogo"
"sequential"
"02/21/2016 18:03:28:108 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-1","1","-1","1"
"[run number]","bullets","q","sequential?","diag?","[step]","payoff","player 0 != nobody"
"16315","1","0.5","true","false","3","7","true"
"16317","1","0.5","true","false","4","10","true"
"16319","1","0.5","true","false","1","1","false"
"16318","1","0.5","true","false","1","1","false"
"16320","1","0.5","true","false","4","8","false"
"16321","1","0.5","true","false","5","13","true"
"16322","1","0.5","true","false","2","2","false"
"16311","1","0.5","true","false","8","22","true"
"16323","1","0.5","true","false","3","7","true"
"16324","1","0.5","true","false","3","7","true"
"16325","1","0.5","true","false","1","1","false"
"16326","1","0.5","true","false","1","1","false"
"16328","1","0.5","true","false","2","4","true"
"16329","1","0.5","true","false","1","1","false"
"16327","1","0.5","true","false","3","7","true"
"16331","1","0.5","true","false","1","1","false"
"16330","1","0.5","true","false","2","4","true"
"16312","1","0.5","true","false","4","10","true"
"16333","1","0.5","true","false","1","1","false"
"16332","1","0.5","true","false","2","4","true"
"16336","1","0.5","true","false","2","4","true"
"16334","1","0.5","true","false","2","2","false"
"16337","1","0.5","true","false","2","4","true"
"16339","1","0.5","true","false","2","5","false"
"16341","1","0.5","true","false","2","4","true"
"16340","1","0.5","true","false","4","10","true"
"16342","1","0.5","true","false","2","2","false"
"16344","1","0.5","true","false","2","4","true"
"16343","1","0.5","true","false","2","2","false"
"16345","1","0.5","true","false","1","1","false"
"16346","1","0.5","true","false","1","1","false"
"16335","1","0.5","true","false","1","1","false"
"16347","1","0.5","true","false","2","4","true"
"16348","1","0.5","true","false","2","4","true"
"16350","1","0.5","true","false","2","4","true"
"16351","1","0.5","true","false","3","7","true"
"16352","1","0.5","true","false","2","5","false"
"16354","1","0.5","true","false","3","7","true"
"16353","1","0.5","true","false","4","10","true"
"16355","1","0.5","true","false","2","4","true"
"16357","1","0.5","true","false","3","5","false"
"16356","1","0.5","true","false","3","2","false"
"16359","1","0.5","true","false","2","2","false"
"16358","1","0.5","true","false","3","7","true"
"16360","1","0.5","true","false","2","4","true"
"16361","1","0.5","true","false","2","4","true"
"16349","1","0.5","true","false","3","7","true"
"16363","1","0.5","true","false","2","4","true"
"16362","1","0.5","true","false","3","7","true"
"16365","1","0.5","true","false","5","13","true"
"16366","1","0.5","true","false","2","4","true"
"16367","1","0.5","true","false","1","1","false"
"16368","1","0.5","true","false","1","1","false"
"16369","1","0.5","true","false","6","16","true"
"16370","1","0.5","true","false","2","4","true"
"16371","1","0.5","true","false","2","4","true"
"16364","1","0.5","true","false","1","1","false"
"16372","1","0.5","true","false","2","2","false"
"16373","1","0.5","true","false","2","4","true"
"16374","1","0.5","true","false","2","4","true"
"16376","1","0.5","true","false","3","7","true"
"16378","1","0.5","true","false","2","4","true"
"16377","1","0.5","true","false","2","2","false"
"16379","1","0.5","true","false","3","7","true"
"16380","1","0.5","true","false","2","2","false"
"16381","1","0.5","true","false","2","4","true"
"16383","1","0.5","true","false","2","4","true"
"16382","1","0.5","true","false","3","5","false"
"16384","1","0.5","true","false","1","1","false"
"16375","1","0.5","true","false","2","2","false"
"16385","1","0.5","true","false","2","5","false"
"16386","1","0.5","true","false","1","1","false"
"16389","1","0.5","true","false","2","4","true"
"16388","1","0.5","true","false","4","10","true"
"16390","1","0.5","true","false","3","2","false"
"16391","1","0.5","true","false","2","2","false"
"16392","1","0.5","true","false","2","5","false"
"16393","1","0.5","true","false","2","4","true"
"16394","1","0.5","true","false","2","4","true"
"16396","1","0.5","true","false","2","4","true"
"16395","1","0.5","true","false","1","1","false"
"16397","1","0.5","true","false","2","4","true"
"16387","1","0.5","true","false","2","4","true"
"16399","1","0.5","true","false","2","4","true"
"16401","1","0.5","true","false","1","1","false"
"16398","1","0.5","true","false","1","1","false"
"16402","1","0.5","true","false","2","4","true"
"16404","1","0.5","true","false","3","7","true"
"16403","1","0.5","true","false","4","10","true"
"16406","1","0.5","true","false","1","1","false"
"16405","1","0.5","true","false","3","7","true"
"16408","1","0.5","true","false","1","1","false"
"16407","1","0.5","true","false","1","1","false"
"16409","1","0.5","true","false","2","5","false"
"16410","1","0.5","true","false","3","2","false"
"16411","1","0.5","true","false","4","10","true"
"16412","1","0.5","true","false","2","4","true"
"16400","1","0.5","true","false","2","5","false"
"16413","1","0.5","true","false","2","4","true"
"16414","1","0.5","true","false","2","5","false"
"16416","1","0.5","true","false","2","4","true"
"16417","1","0.5","true","false","5","13","true"
"16418","1","0.5","true","false","3","7","true"
"16420","1","0.5","true","false","2","5","false"
"16419","1","0.5","true","false","1","1","false"
"16421","1","0.5","true","false","2","4","true"
"16422","1","0.5","true","false","2","2","false"
"16423","1","0.5","true","false","4","10","true"
"16424","1","0.5","true","false","2","2","false"
"16425","1","0.5","true","false","2","4","true"
"16427","1","0.5","true","false","2","4","true"
"16426","1","0.5","true","false","2","2","false"
"16428","1","0.5","true","false","1","1","false"
"16429","1","0.5","true","false","2","2","false"
"16430","1","0.5","true","false","2","5","false"
"16431","1","0.5","true","false","1","1","false"
"16415","1","0.5","true","false","5","13","true"
"16432","1","0.5","true","false","2","4","true"
"16433","1","0.5","true","false","2","4","true"
"16435","1","0.5","true","false","4","10","true"
"16436","1","0.5","true","false","2","4","true"
"16437","1","0.5","true","false","2","4","true"
"16438","1","0.5","true","false","4","10","true"
"16439","1","0.5","true","false","2","4","true"
"16440","1","0.5","true","false","1","1","false"
"16441","1","0.5","true","false","1","1","false"
"16442","1","0.5","true","false","1","1","false"
"16443","1","0.5","true","false","2","2","false"
"16434","1","0.5","true","false","1","1","false"
"16445","1","0.5","true","false","2","2","false"
"16444","1","0.5","true","false","1","1","false"
"16447","1","0.5","true","false","2","4","true"
"16449","1","0.5","true","false","2","4","true"
"16448","1","0.5","true","false","2","4","true"
"16450","1","0.5","true","false","2","4","true"
"16451","1","0.5","true","false","2","2","false"
"16452","1","0.5","true","false","1","1","false"
"16453","1","0.5","true","false","1","1","false"
"16454","1","0.5","true","false","1","1","false"
"16456","1","0.5","true","false","2","4","true"
"16455","1","0.5","true","false","1","1","false"
"16457","1","0.5","true","false","2","4","true"
"16458","1","0.5","true","false","2","4","true"
"16446","1","0.5","true","false","2","4","true"
"16459","1","0.5","true","false","1","1","false"
"16462","1","0.5","true","false","1","1","false"
"16460","1","0.5","true","false","3","8","false"
"16464","1","0.5","true","false","1","1","false"
"16463","1","0.5","true","false","3","7","true"
"16466","1","0.5","true","false","1","1","false"
"16467","1","0.5","true","false","2","4","true"
"16465","1","0.5","true","false","4","10","true"
"16469","1","0.5","true","false","1","1","false"
"16468","1","0.5","true","false","4","10","true"
"16461","1","0.5","true","false","1","1","false"
"16471","1","0.5","true","false","2","4","true"
"16470","1","0.5","true","false","3","2","false"
"16473","1","0.5","true","false","1","1","false"
"16474","1","0.5","true","false","2","4","true"
"16475","1","0.5","true","false","5","13","true"
"15919","1","0.5","true","false","1","1","false"
"16476","1","0.5","true","false","1","1","false"
"16477","1","0.5","true","false","4","10","true"
"16480","1","0.5","true","false","3","7","true"
"16478","1","0.5","true","false","2","2","false"
"16481","1","0.5","true","false","1","1","false"
"16479","1","0.5","true","false","2","5","false"
"16482","1","0.5","true","false","1","1","false"
"16483","1","0.5","true","false","2","5","false"
"16486","1","0.5","true","false","2","4","true"
"16472","1","0.5","true","false","2","4","true"
"16485","1","0.5","true","false","3","7","true"
"16487","1","0.5","true","false","1","1","false"
"16484","1","0.5","true","false","3","7","true"
"16488","1","0.5","true","false","4","10","true"
"16491","1","0.5","true","false","2","2","false"
"16490","1","0.5","true","false","9","25","true"
"16493","1","0.5","true","false","1","1","false"
"16492","1","0.5","true","false","2","4","true"
"16495","1","0.5","true","false","2","2","false"
"16496","1","0.5","true","false","2","5","false"
"16494","1","0.5","true","false","2","4","true"
"16497","1","0.5","true","false","5","13","true"
"16498","1","0.5","true","false","2","4","true"
"16500","1","0.5","true","false","1","1","false"
"16501","1","0.5","true","false","1","1","false"
"16502","1","0.5","true","false","2","4","true"
"16499","1","0.5","true","false","3","7","true"
"16503","1","0.5","true","false","1","1","false"
"16504","1","0.5","true","false","3","7","true"
"16505","1","0.5","true","false","2","4","true"
"16507","1","0.5","true","false","2","2","false"
"16506","1","0.5","true","false","2","2","false"
"16489","1","0.5","true","false","4","10","true"
"16509","1","0.5","true","false","6","16","true"
"16508","1","0.5","true","false","4","10","true"
"16511","1","0.5","true","false","2","4","true"
"16510","1","0.5","true","false","4","10","true"
"16513","1","0.5","true","false","1","1","false"
"16515","1","0.5","true","false","1","1","false"
"16516","1","0.5","true","false","2","5","false"
"16514","1","0.5","true","false","4","10","true"
"16517","1","0.5","true","false","2","4","true"
"16518","1","0.5","true","false","3","7","true"
"16519","1","0.5","true","false","1","1","false"
"16520","1","0.5","true","false","1","1","false"
"16523","1","0.5","true","false","1","1","false"
"16521","1","0.5","true","false","2","4","true"
"16522","1","0.5","true","false","3","7","true"
"16526","1","0.5","true","false","2","4","true"
"16525","1","0.5","true","false","1","1","false"
"16524","1","0.5","true","false","2","4","true"
"16527","1","0.5","true","false","2","4","true"
"16528","1","0.5","true","false","2","4","true"
"16529","1","0.5","true","false","1","1","false"
"16512","1","0.5","true","false","2","4","true"
"16532","1","0.5","true","false","2","2","false"
"16530","1","0.5","true","false","2","4","true"
"16531","1","0.5","true","false","2","4","true"
"16537","1","0.5","true","false","1","1","false"
"16535","1","0.5","true","false","2","2","false"
"16533","1","0.5","true","false","3","7","true"
"16538","1","0.5","true","false","2","4","true"
"16539","1","0.5","true","false","1","1","false"
"16536","1","0.5","true","false","2","4","true"
"16541","1","0.5","true","false","2","4","true"
"16542","1","0.5","true","false","1","1","false"
"16540","1","0.5","true","false","3","7","true"
"16544","1","0.5","true","false","3","7","true"
"16543","1","0.5","true","false","2","4","true"
"16546","1","0.5","true","false","1","1","false"
"16545","1","0.5","true","false","3","7","true"
"16547","1","0.5","true","false","1","1","false"
"16549","1","0.5","true","false","2","4","true"
"16548","1","0.5","true","false","2","4","true"
"16551","1","0.5","true","false","2","4","true"
"16550","1","0.5","true","false","3","7","true"
"16534","1","0.5","true","false","1","1","false"
"16552","1","0.5","true","false","3","7","true"
"16554","1","0.5","true","false","4","10","true"
"16555","1","0.5","true","false","2","2","false"
"16553","1","0.5","true","false","2","2","false"
"16559","1","0.5","true","false","1","1","false"
"16557","1","0.5","true","false","2","2","false"
"16558","1","0.5","true","false","3","7","true"
"16560","1","0.5","true","false","2","4","true"
"16561","1","0.5","true","false","2","5","false"
"16563","1","0.5","true","false","4","10","true"
"16565","1","0.5","true","false","1","1","false"
"16566","1","0.5","true","false","1","1","false"
"16562","1","0.5","true","false","9","25","true"
"16564","1","0.5","true","false","7","19","true"
"16567","1","0.5","true","false","1","1","false"
"16568","1","0.5","true","false","1","1","false"
"16569","1","0.5","true","false","2","4","true"
"16570","1","0.5","true","false","1","1","false"
"16572","1","0.5","true","false","2","4","true"
"16571","1","0.5","true","false","3","7","true"
"16573","1","0.5","true","false","2","4","true"
"16574","1","0.5","true","false","1","1","false"
"16575","1","0.5","true","false","2","4","true"
"16556","1","0.5","true","false","2","4","true"
"16577","1","0.5","true","false","4","10","true"
"16578","1","0.5","true","false","1","1","false"
"16579","1","0.5","true","false","1","1","false"
"16576","1","0.5","true","false","6","16","true"
"16581","1","0.5","true","false","4","10","true"
"16582","1","0.5","true","false","3","7","true"
"16583","1","0.5","true","false","2","4","true"
"16584","1","0.5","true","false","1","1","false"
"16585","1","0.5","true","false","3","7","true"
"16588","1","0.5","true","false","1","1","false"
"16587","1","0.5","true","false","2","4","true"
"16591","1","0.5","true","false","1","1","false"
"16586","1","0.5","true","false","5","13","true"
"16589","1","0.5","true","false","4","10","true"
"16590","1","0.5","true","false","3","7","true"
"16593","1","0.5","true","false","1","1","false"
"16592","1","0.5","true","false","3","7","true"
"16594","1","0.5","true","false","5","13","true"
"16596","1","0.5","true","false","1","1","false"
"16595","1","0.5","true","false","3","7","true"
"16597","1","0.5","true","false","2","5","false"
"16600","1","0.5","true","false","1","1","false"
"16598","1","0.5","true","false","3","7","true"
"16601","1","0.5","true","false","1","1","false"
"16599","1","0.5","true","false","2","4","true"
"16603","1","0.5","true","false","2","2","false"
"16605","1","0.5","true","false","1","1","false"
"16602","1","0.5","true","false","2","4","true"
"16604","1","0.5","true","false","3","7","true"
"16606","1","0.5","true","false","3","7","true"
"16607","1","0.5","true","false","2","2","false"
"16608","1","0.5","true","false","2","4","true"
"16580","1","0.5","true","false","5","13","true"
"16609","1","0.5","true","false","2","4","true"
"16610","1","0.5","true","false","3","7","true"
"16611","1","0.5","true","false","2","4","true"
"16612","1","0.5","true","false","3","7","true"
"16613","1","0.5","true","false","4","10","true"
"16615","1","0.5","true","false","2","4","true"
"16616","1","0.5","true","false","2","4","true"
"16619","1","0.5","true","false","3","7","true"
"16617","1","0.5","true","false","5","13","true"
"16620","1","0.5","true","false","1","1","false"
"16618","1","0.5","true","false","7","19","true"
"16621","1","0.5","true","false","5","13","true"
"16623","1","0.5","true","false","2","4","true"
"16624","1","0.5","true","false","3","8","false"
"16625","1","0.5","true","false","1","1","false"
"16622","1","0.5","true","false","8","22","true"
"16626","1","0.5","true","false","2","4","true"
"16628","1","0.5","true","false","2","4","true"
"16614","1","0.5","true","false","2","2","false"
"16631","1","0.5","true","false","3","8","false"
"16629","1","0.5","true","false","2","4","true"
"16627","1","0.5","true","false","10","28","true"
"16630","1","0.5","true","false","3","7","true"
"16633","1","0.5","true","false","3","7","true"
"16634","1","0.5","true","false","2","5","false"
"16635","1","0.5","true","false","2","2","false"
"16636","1","0.5","true","false","1","1","false"
"16637","1","0.5","true","false","2","2","false"
"16639","1","0.5","true","false","3","2","false"
"16638","1","0.5","true","false","4","10","true"
"16641","1","0.5","true","false","3","7","true"
"16640","1","0.5","true","false","4","10","true"
"16642","1","0.5","true","false","1","1","false"
"16643","1","0.5","true","false","2","4","true"
"16644","1","0.5","true","false","3","7","true"
"16645","1","0.5","true","false","2","4","true"
"16646","1","0.5","true","false","2","4","true"
"16647","1","0.5","true","false","4","10","true"
"16632","1","0.5","true","false","1","1","false"
"16650","1","0.5","true","false","3","7","true"
"16651","1","0.5","true","false","2","4","true"
"16649","1","0.5","true","false","4","10","true"
"16648","1","0.5","true","false","5","13","true"
"16653","1","0.5","true","false","2","4","true"
"16654","1","0.5","true","false","2","4","true"
"16656","1","0.5","true","false","2","4","true"
"16655","1","0.5","true","false","3","2","false"
"16657","1","0.5","true","false","2","2","false"
"16658","1","0.5","true","false","6","16","true"
"16660","1","0.5","true","false","2","5","false"
"16662","1","0.5","true","false","1","1","false"
"16659","1","0.5","true","false","7","19","true"
"16661","1","0.5","true","false","9","25","true"
"16664","1","0.5","true","false","4","10","true"
"16663","1","0.5","true","false","5","13","true"
"16665","1","0.5","true","false","1","1","false"
"16666","1","0.5","true","false","2","4","true"
"16667","1","0.5","true","false","2","4","true"
"16652","1","0.5","true","false","2","2","false"
"16670","1","0.5","true","false","2","4","true"
"16668","1","0.5","true","false","4","10","true"
"16672","1","0.5","true","false","1","1","false"
"16669","1","0.5","true","false","5","13","true"
"16673","1","0.5","true","false","1","1","false"
"16674","1","0.5","true","false","3","7","true"
"16675","1","0.5","true","false","2","4","true"
"16677","1","0.5","true","false","4","10","true"
"16676","1","0.5","true","false","4","10","true"
"16678","1","0.5","true","false","3","7","true"
"16679","1","0.5","true","false","3","7","true"
"16680","1","0.5","true","false","2","4","true"
"16671","1","0.5","true","false","2","2","false"
"16681","1","0.5","true","false","4","10","true"
"16682","1","0.5","true","false","8","22","true"
"16683","1","0.5","true","false","2","4","true"
"16684","1","0.5","true","false","2","4","true"
"16686","1","0.5","true","false","3","7","true"
"16687","1","0.5","true","false","1","1","false"
"16688","1","0.5","true","false","2","4","true"
"16689","1","0.5","true","false","1","1","false"
"16691","1","0.5","true","false","1","1","false"
"16690","1","0.5","true","false","3","7","true"
"16692","1","0.5","true","false","3","7","true"
"16693","1","0.5","true","false","1","1","false"
"16694","1","0.5","true","false","1","1","false"
"16695","1","0.5","true","false","2","4","true"
"16696","1","0.5","true","false","1","1","false"
"16685","1","0.5","true","false","2","4","true"
"16698","1","0.5","true","false","2","4","true"
"16697","1","0.5","true","false","3","7","true"
"16699","1","0.5","true","false","2","2","false"
"16701","1","0.5","true","false","3","8","false"
"16703","1","0.5","true","false","2","4","true"
"16704","1","0.5","true","false","3","7","true"
"16702","1","0.5","true","false","1","1","false"
"16706","1","0.5","true","false","1","1","false"
"16708","1","0.5","true","false","2","4","true"
"16709","1","0.5","true","false","1","1","false"
"16705","1","0.5","true","false","8","22","true"
"16707","1","0.5","true","false","3","7","true"
"16710","1","0.5","true","false","1","1","false"
"16711","1","0.5","true","false","1","1","false"
"16712","1","0.5","true","false","1","1","false"
"16713","1","0.5","true","false","1","1","false"
"16700","1","0.5","true","false","2","5","false"
"16714","1","0.5","true","false","1","1","false"
"16716","1","0.5","true","false","1","1","false"
"16715","1","0.5","true","false","2","4","true"
"16717","1","0.5","true","false","1","1","false"
"16720","1","0.5","true","false","1","1","false"
"16719","1","0.5","true","false","6","16","true"
"16722","1","0.5","true","false","2","4","true"
"16723","1","0.5","true","false","1","1","false"
"16721","1","0.5","true","false","5","13","true"
"16725","1","0.5","true","false","1","1","false"
"16724","1","0.5","true","false","2","2","false"
"16727","1","0.5","true","false","2","4","true"
"16728","1","0.5","true","false","1","1","false"
"16726","1","0.5","true","false","7","19","true"
"16729","1","0.5","true","false","3","7","true"
"16730","1","0.5","true","false","1","1","false"
"16718","1","0.5","true","false","1","1","false"
"16732","1","0.5","true","false","2","5","false"
"16731","1","0.5","true","false","3","8","false"
"16735","1","0.5","true","false","2","2","false"
"16733","1","0.5","true","false","3","7","true"
"16736","1","0.5","true","false","2","2","false"
"16737","1","0.5","true","false","3","7","true"
"16257","1","0.5","true","false","3","7","true"
"16739","1","0.5","true","false","1","1","false"
"16738","1","0.5","true","false","4","10","true"
"16740","1","0.5","true","false","2","2","false"
"16742","1","0.5","true","false","1","1","false"
"16741","1","0.5","true","false","2","4","true"
"16744","1","0.5","true","false","1","1","false"
"16743","1","0.5","true","false","3","7","true"
"16746","1","0.5","true","false","1","1","false"
"16267","1","0.5","true","false","2","4","true"
"16745","1","0.5","true","false","4","10","true"
"16747","1","0.5","true","false","6","16","true"
"16749","1","0.5","true","false","2","2","false"
"16750","1","0.5","true","false","2","4","true"
"16752","1","0.5","true","false","3","7","true"
"16751","1","0.5","true","false","2","4","true"
"16748","1","0.5","true","false","2","4","true"
"16753","1","0.5","true","false","4","10","true"
"16754","1","0.5","true","false","2","2","false"
"16734","1","0.5","true","false","2","2","false"
"16755","1","0.5","true","false","2","2","false"
"16758","1","0.5","true","false","2","2","false"
"16756","1","0.5","true","false","5","13","true"
"16757","1","0.5","true","false","2","5","false"
"16759","1","0.5","true","false","4","10","true"
"16762","1","0.5","true","false","1","1","false"
"16760","1","0.5","true","false","5","13","true"
"16763","1","0.5","true","false","2","2","false"
"16767","1","0.5","true","false","1","1","false"
"16766","1","0.5","true","false","1","1","false"
"16764","1","0.5","true","false","2","4","true"
"16768","1","0.5","true","false","1","1","false"
"16765","1","0.5","true","false","6","16","true"
"16769","1","0.5","true","false","1","1","false"
"16770","1","0.5","true","false","2","4","true"
"16773","1","0.5","true","false","1","1","false"
"16774","1","0.5","true","false","2","4","true"
"16772","1","0.5","true","false","1","1","false"
"16776","1","0.5","true","false","2","5","false"
"16771","1","0.5","true","false","2","4","true"
"16775","1","0.5","true","false","6","16","true"
"16778","1","0.5","true","false","2","4","true"
"16777","1","0.5","true","false","3","7","true"
"16779","1","0.5","true","false","2","2","false"
"16782","1","0.5","true","false","1","1","false"
"16783","1","0.5","true","false","1","1","false"
"16781","1","0.5","true","false","2","4","true"
"16780","1","0.5","true","false","2","4","true"
"16786","1","0.5","true","false","3","7","true"
"16785","1","0.5","true","false","3","7","true"
"16784","1","0.5","true","false","3","7","true"
"16787","1","0.5","true","false","2","2","false"
"16761","1","0.5","true","false","2","2","false"
"16789","1","0.5","true","false","1","1","false"
"16791","1","0.5","true","false","2","4","true"
"16788","1","0.5","true","false","1","1","false"
"16790","1","0.5","true","false","3","8","false"
"16794","1","0.5","true","false","1","1","false"
"16792","1","0.5","true","false","2","4","true"
"16795","1","0.5","true","false","1","1","false"
"16796","1","0.5","true","false","1","1","false"
"16798","1","0.5","true","false","2","4","true"
"16799","1","0.5","true","false","1","1","false"
"16800","1","0.5","true","false","1","1","false"
"16797","1","0.5","true","false","1","1","false"
"16801","1","0.5","true","false","1","1","false"
"16802","1","0.5","true","false","2","4","true"
"16803","1","0.5","true","false","1","1","false"
"16806","1","0.5","true","false","3","2","false"
"16808","1","0.5","true","false","1","1","false"
"16805","1","0.5","true","false","2","4","true"
"16807","1","0.5","true","false","4","10","true"
"16804","1","0.5","true","false","9","25","true"
"16809","1","0.5","true","false","2","2","false"
"16810","1","0.5","true","false","2","2","false"
"16812","1","0.5","true","false","2","2","false"
"16813","1","0.5","true","false","2","2","false"
"16814","1","0.5","true","false","2","4","true"
"16816","1","0.5","true","false","2","4","true"
"16815","1","0.5","true","false","3","7","true"
"16817","1","0.5","true","false","2","5","false"
"16811","1","0.5","true","false","2","5","false"
"16820","1","0.5","true","false","1","1","false"
"16793","1","0.5","true","false","2","2","false"
"16821","1","0.5","true","false","3","7","true"
"16818","1","0.5","true","false","7","19","true"
"16823","1","0.5","true","false","2","2","false"
"16819","1","0.5","true","false","7","19","true"
"16826","1","0.5","true","false","2","2","false"
"16825","1","0.5","true","false","2","4","true"
"16824","1","0.5","true","false","2","4","true"
"16822","1","0.5","true","false","4","10","true"
"16831","1","0.5","true","false","1","1","false"
"16828","1","0.5","true","false","1","1","false"
"16830","1","0.5","true","false","3","7","true"
"16829","1","0.5","true","false","5","13","true"
"16833","1","0.5","true","false","1","1","false"
"16834","1","0.5","true","false","2","2","false"
"16835","1","0.5","true","false","3","7","true"
"16836","1","0.5","true","false","2","5","false"
"16832","1","0.5","true","false","3","7","true"
"16837","1","0.5","true","false","1","1","false"
"16841","1","0.5","true","false","1","1","false"
"16839","1","0.5","true","false","2","2","false"
"16338","1","0.5","true","false","3","7","true"
"16840","1","0.5","true","false","4","10","true"
"16838","1","0.5","true","false","2","4","true"
"16845","1","0.5","true","false","1","1","false"
"16844","1","0.5","true","false","2","4","true"
"16846","1","0.5","true","false","2","2","false"
"16843","1","0.5","true","false","6","16","true"
"16849","1","0.5","true","false","2","4","true"
"16842","1","0.5","true","false","2","4","true"
"16850","1","0.5","true","false","1","1","false"
"16852","1","0.5","true","false","1","1","false"
"16851","1","0.5","true","false","2","5","false"
"16847","1","0.5","true","false","6","16","true"
"16827","1","0.5","true","false","2","5","false"
"16848","1","0.5","true","false","7","19","true"
"16854","1","0.5","true","false","1","1","false"
"16855","1","0.5","true","false","2","4","true"
"16857","1","0.5","true","false","1","1","false"
"16856","1","0.5","true","false","2","5","false"
"16858","1","0.5","true","false","2","4","true"
"16859","1","0.5","true","false","2","2","false"
"16853","1","0.5","true","false","2","4","true"
"16861","1","0.5","true","false","1","1","false"
"16863","1","0.5","true","false","2","5","false"
"16862","1","0.5","true","false","2","4","true"
"16865","1","0.5","true","false","2","5","false"
"16864","1","0.5","true","false","3","7","true"
"16867","1","0.5","true","false","2","5","false"
"16868","1","0.5","true","false","1","1","false"
"16869","1","0.5","true","false","1","1","false"
"16871","1","0.5","true","false","1","1","false"
"16866","1","0.5","true","false","2","2","false"
"16872","1","0.5","true","false","3","2","false"
"16874","1","0.5","true","false","2","4","true"
"16875","1","0.5","true","false","1","1","false"
"16870","1","0.5","true","false","4","10","true"
"16873","1","0.5","true","false","2","5","false"
"16876","1","0.5","true","false","2","2","false"
"16879","1","0.5","true","false","2","4","true"
"16880","1","0.5","true","false","2","4","true"
"16881","1","0.5","true","false","2","2","false"
"16882","1","0.5","true","false","3","2","false"
"16877","1","0.5","true","false","1","1","false"
"16885","1","0.5","true","false","1","1","false"
"16883","1","0.5","true","false","2","2","false"
"16886","1","0.5","true","false","1","1","false"
"16884","1","0.5","true","false","5","13","true"
"16889","1","0.5","true","false","1","1","false"
"16888","1","0.5","true","false","2","4","true"
"16860","1","0.5","true","false","1","1","false"
"16890","1","0.5","true","false","1","1","false"
"16893","1","0.5","true","false","1","1","false"
"16894","1","0.5","true","false","1","1","false"
"16891","1","0.5","true","false","4","10","true"
"16892","1","0.5","true","false","4","10","true"
"16896","1","0.5","true","false","2","4","true"
"16897","1","0.5","true","false","2","4","true"
"16898","1","0.5","true","false","1","1","false"
"16899","1","0.5","true","false","2","4","true"
"16901","1","0.5","true","false","2","5","false"
"16900","1","0.5","true","false","3","7","true"
"16902","1","0.5","true","false","3","7","true"
"16904","1","0.5","true","false","1","1","false"
"16906","1","0.5","true","false","2","4","true"
"16905","1","0.5","true","false","3","7","true"
"16887","1","0.5","true","false","8","22","true"
"16903","1","0.5","true","false","4","10","true"
"16909","1","0.5","true","false","1","1","false"
"16907","1","0.5","true","false","4","10","true"
"16908","1","0.5","true","false","5","13","true"
"16912","1","0.5","true","false","2","4","true"
"16911","1","0.5","true","false","2","4","true"
"16913","1","0.5","true","false","2","5","false"
"16915","1","0.5","true","false","2","4","true"
"16914","1","0.5","true","false","4","10","true"
"16910","1","0.5","true","false","2","4","true"
"16916","1","0.5","true","false","3","7","true"
"16917","1","0.5","true","false","1","1","false"
"16918","1","0.5","true","false","2","4","true"
"16920","1","0.5","true","false","2","2","false"
"16921","1","0.5","true","false","3","7","true"
"16895","1","0.5","true","false","2","5","false"
"16922","1","0.5","true","false","3","7","true"
"16923","1","0.5","true","false","3","7","true"
"16919","1","0.5","true","false","4","10","true"
"16924","1","0.5","true","false","2","4","true"
"16926","1","0.5","true","false","2","2","false"
"16927","1","0.5","true","false","2","2","false"
"16930","1","0.5","true","false","1","1","false"
"16929","1","0.5","true","false","3","2","false"
"16931","1","0.5","true","false","2","2","false"
"16928","1","0.5","true","false","2","4","true"
"16933","1","0.5","true","false","2","5","false"
"16932","1","0.5","true","false","2","2","false"
"16934","1","0.5","true","false","2","4","true"
"16936","1","0.5","true","false","1","1","false"
"16937","1","0.5","true","false","2","4","true"
"16938","1","0.5","true","false","1","1","false"
"16935","1","0.5","true","false","1","1","false"
"16941","1","0.5","true","false","2","2","false"
"16939","1","0.5","true","false","2","2","false"
"16940","1","0.5","true","false","2","4","true"
"16943","1","0.5","true","false","1","1","false"
"16945","1","0.5","true","false","3","7","true"
"16944","1","0.5","true","false","3","7","true"
"16942","1","0.5","true","false","2","4","true"
"16946","1","0.5","true","false","2","2","false"
"16947","1","0.5","true","false","1","1","false"
"16950","1","0.5","true","false","2","4","true"
"16948","1","0.5","true","false","4","10","true"
"16951","1","0.5","true","false","4","10","true"
"16953","1","0.5","true","false","1","1","false"
"16949","1","0.5","true","false","3","7","true"
"16952","1","0.5","true","false","3","7","true"
"16925","1","0.5","true","false","3","7","true"
"16955","1","0.5","true","false","2","4","true"
"16954","1","0.5","true","false","2","5","false"
"16957","1","0.5","true","false","3","7","true"
"16960","1","0.5","true","false","2","2","false"
"16956","1","0.5","true","false","2","4","true"
"16959","1","0.5","true","false","5","13","true"
"16962","1","0.5","true","false","2","4","true"
"16961","1","0.5","true","false","6","16","true"
"16964","1","0.5","true","false","1","1","false"
"16963","1","0.5","true","false","2","2","false"
"16965","1","0.5","true","false","2","4","true"
"16966","1","0.5","true","false","2","2","false"
"16967","1","0.5","true","false","2","4","true"
"16969","1","0.5","true","false","1","1","false"
"16970","1","0.5","true","false","1","1","false"
"16971","1","0.5","true","false","2","4","true"
"16972","1","0.5","true","false","2","2","false"
"16973","1","0.5","true","false","2","4","true"
